Province_State,Combined_Key,Active Cases,Deaths
Montana,"Cascade, Montana, US",8883,169
Montana,"Chouteau, Montana, US",499,6
Montana,"Custer, Montana, US",1185,18
Montana,"Daniels, Montana, US",197,8
Montana,"Dawson, Montana, US",1102,30
Montana,"Deer Lodge, Montana, US",1113,15
Montana,"Fallon, Montana, US",281,2
Montana,"Fergus, Montana, US",1109,31
Montana,"Flathead, Montana, US",11788,93
Montana,"Gallatin, Montana, US",14496,62
Montana,"Garfield, Montana, US",80,2
Montana,"Glacier, Montana, US",1528,42
Montana,"Golden Valley, Montana, US",55,2
Montana,"Granite, Montana, US",192,2
Montana,"Hill, Montana, US",1962,44
Montana,"Jefferson, Montana, US",1071,8
Montana,"Judith Basin, Montana, US",90,1
Montana,"Lake, Montana, US",2027,36
Montana,"Lewis and Clark, Montana, US",6781,87
Montana,"Liberty, Montana, US",117,1
Montana,"Lincoln, Montana, US",1612,17
Montana,"Madison, Montana, US",781,8
Montana,"McCone, Montana, US",183,1
Montana,"Meagher, Montana, US",153,7
Montana,"Mineral, Montana, US",252,0
Montana,"Missoula, Montana, US",9011,93
Montana,"Musselshell, Montana, US",339,11
Montana,"Out of MT, Montana, US",0,0
Montana,"Park, Montana, US",1284,19
Montana,"Petroleum, Montana, US",12,1
Montana,"Phillips, Montana, US",521,16
Montana,"Pondera, Montana, US",477,4
Montana,"Powder River, Montana, US",120,6
Montana,"Powell, Montana, US",920,10
Montana,"Prairie, Montana, US",141,2
Montana,"Ravalli, Montana, US",3036,32
Montana,"Richland, Montana, US",1223,17
Montana,"Roosevelt, Montana, US",1627,54
Montana,"Rosebud, Montana, US",1206,48
Montana,"Sanders, Montana, US",639,15
Montana,"Sheridan, Montana, US",423,5
Montana,"Silver Bow, Montana, US",4084,85
Montana,"Stillwater, Montana, US",723,14
Montana,"Sweet Grass, Montana, US",394,7
Montana,"Teton, Montana, US",464,5
Montana,"Toole, Montana, US",718,11
Montana,"Treasure, Montana, US",55,1
Montana,"Unassigned, Montana, US",0,0
Montana,"Valley, Montana, US",891,18
Montana,"Wheatland, Montana, US",177,8
Montana,"Wibaux, Montana, US",120,6
Montana,"Yellowstone, Montana, US",17187,263
Nebraska,"Adams, Nebraska, US",2905,43
Nebraska,"Antelope, Nebraska, US",525,6
Nebraska,"Arthur, Nebraska, US",22,1
Nebraska,"Banner, Nebraska, US",35,0
Nebraska,"Blaine, Nebraska, US",20,0
Nebraska,"Boone, Nebraska, US",584,4
Nebraska,"Box Butte, Nebraska, US",934,9
Nebraska,"Boyd, Nebraska, US",174,3
Nebraska,"Brown, Nebraska, US",219,2
Nebraska,"Buffalo, Nebraska, US",5476,58
Nebraska,"Burt, Nebraska, US",666,12
Nebraska,"Butler, Nebraska, US",849,11
Nebraska,"Cass, Nebraska, US",2639,16
Nebraska,"Cedar, Nebraska, US",767,11
Nebraska,"Chase, Nebraska, US",462,5
Nebraska,"Cherry, Nebraska, US",299,7
Nebraska,"Cheyenne, Nebraska, US",929,18
Nebraska,"Clay, Nebraska, US",693,11
Nebraska,"Colfax, Nebraska, US",1591,21
Nebraska,"Cuming, Nebraska, US",1039,11
Nebraska,"Custer, Nebraska, US",846,18
Nebraska,"Dakota, Nebraska, US",3914,63
Nebraska,"Dawes, Nebraska, US",741,18
Nebraska,"Dawson, Nebraska, US",2880,31
Nebraska,"Deuel, Nebraska, US",101,2
Nebraska,"Dixon, Nebraska, US",606,9
Nebraska,"Dodge, Nebraska, US",4927,60
Nebraska,"Douglas, Nebraska, US",70713,668
Nebraska,"Dundy, Nebraska, US",179,4
Nebraska,"Fillmore, Nebraska, US",500,10
Nebraska,"Franklin, Nebraska, US",240,4
Nebraska,"Frontier, Nebraska, US",193,1
Nebraska,"Furnas, Nebraska, US",504,5
Nebraska,"Gage, Nebraska, US",2185,19
Nebraska,"Garden, Nebraska, US",113,1
Nebraska,"Garfield, Nebraska, US",149,3
Nebraska,"Gosper, Nebraska, US",181,5
Nebraska,"Grant, Nebraska, US",39,4
Nebraska,"Greeley, Nebraska, US",213,2
Nebraska,"Hall, Nebraska, US",7729,117
Nebraska,"Hamilton, Nebraska, US",936,17
Nebraska,"Harlan, Nebraska, US",219,0
Nebraska,"Hayes, Nebraska, US",59,0
Nebraska,"Hitchcock, Nebraska, US",253,5
Nebraska,"Holt, Nebraska, US",858,16
Nebraska,"Hooker, Nebraska, US",54,2
Nebraska,"Howard, Nebraska, US",551,17
Nebraska,"Jefferson, Nebraska, US",663,1
Nebraska,"Johnson, Nebraska, US",640,9
Nebraska,"Kearney, Nebraska, US",688,5
Nebraska,"Keith, Nebraska, US",717,10
Nebraska,"Keya Paha, Nebraska, US",53,0
Nebraska,"Kimball, Nebraska, US",414,7
Nebraska,"Knox, Nebraska, US",886,12
Nebraska,"Lancaster, Nebraska, US",31071,168
Nebraska,"Lincoln, Nebraska, US",3775,54
Nebraska,"Logan, Nebraska, US",81,0
Nebraska,"Loup, Nebraska, US",42,0
Nebraska,"Madison, Nebraska, US",4222,42
Nebraska,"McPherson, Nebraska, US",29,1
Nebraska,"Merrick, Nebraska, US",758,15
Nebraska,"Morrill, Nebraska, US",506,15
Nebraska,"Nance, Nebraska, US",410,10
Nebraska,"Nemaha, Nebraska, US",681,15
Nebraska,"Nuckolls, Nebraska, US",430,11
Nebraska,"Otoe, Nebraska, US",1448,9
Nebraska,"Out of NE, Nebraska, US",0,0
Nebraska,"Pawnee, Nebraska, US",233,1
Nebraska,"Perkins, Nebraska, US",288,11
Nebraska,"Phelps, Nebraska, US",994,10
Nebraska,"Pierce, Nebraska, US",630,20
Nebraska,"Platte, Nebraska, US",4125,48
Nebraska,"Polk, Nebraska, US",582,9
Nebraska,"Red Willow, Nebraska, US",1207,15
Nebraska,"Richardson, Nebraska, US",722,19
Nebraska,"Rock, Nebraska, US",102,2
Nebraska,"Saline, Nebraska, US",2025,3
Nebraska,"Sarpy, Nebraska, US",22532,129
Nebraska,"Saunders, Nebraska, US",2509,16
Nebraska,"Scotts Bluff, Nebraska, US",4120,92
Nebraska,"Seward, Nebraska, US",1738,31
Nebraska,"Sheridan, Nebraska, US",510,19
Nebraska,"Sherman, Nebraska, US",191,4
Nebraska,"Sioux, Nebraska, US",39,0
Nebraska,"Stanton, Nebraska, US",361,9
Nebraska,"Thayer, Nebraska, US",494,4
Nebraska,"Thomas, Nebraska, US",53,1
Nebraska,"Thurston, Nebraska, US",833,12
Nebraska,"Unassigned, Nebraska, US",1867,7
Nebraska,"Valley, Nebraska, US",328,3
Nebraska,"Washington, Nebraska, US",2187,24
Nebraska,"Wayne, Nebraska, US",1077,7
Nebraska,"Webster, Nebraska, US",380,6
Nebraska,"Wheeler, Nebraska, US",39,0
Nebraska,"York, Nebraska, US",1736,9
Nevada,"Carson City, Nevada, US",6425,123
Nevada,"Churchill, Nevada, US",2031,49
Nevada,"Clark, Nevada, US",243942,4309
Nevada,"Douglas, Nevada, US",2807,35
Nevada,"Elko, Nevada, US",4816,56
Nevada,"Esmeralda, Nevada, US",38,0
Nevada,"Eureka, Nevada, US",51,0
Nevada,"Humboldt, Nevada, US",1168,13
Nevada,"Lander, Nevada, US",450,9
Nevada,"Lincoln, Nevada, US",361,3
Nevada,"Lyon, Nevada, US",3134,65
Nevada,"Mineral, Nevada, US",308,7
Nevada,"Nye, Nevada, US",2918,106
Nevada,"Out of NV, Nevada, US",0,0
Nevada,"Pershing, Nevada, US",954,20
Nevada,"Storey, Nevada, US",102,3
Nevada,"Unassigned, Nevada, US",0,0
Nevada,"Washoe, Nevada, US",45339,669
Nevada,"White Pine, Nevada, US",594,6
New Hampshire,"Belknap, New Hampshire, US",3933,98
New Hampshire,"Carroll, New Hampshire, US",2339,9
New Hampshire,"Cheshire, New Hampshire, US",3556,33
New Hampshire,"Coos, New Hampshire, US",1888,41
New Hampshire,"Grafton, New Hampshire, US",3807,26
New Hampshire,"Hillsborough, New Hampshire, US",34900,623
New Hampshire,"Merrimack, New Hampshire, US",9257,113
New Hampshire,"Out of NH, New Hampshire, US",0,0
New Hampshire,"Rockingham, New Hampshire, US",23427,250
New Hampshire,"Strafford, New Hampshire, US",9474,82
New Hampshire,"Sullivan, New Hampshire, US",1674,25
New Hampshire,"Unassigned, New Hampshire, US",1122,5
New Jersey,"Atlantic, New Jersey, US",31032,663
New Jersey,"Bergen, New Jersey, US",101198,2829
New Jersey,"Burlington, New Jersey, US",43902,833
New Jersey,"Camden, New Jersey, US",54072,1268
New Jersey,"Cape May, New Jersey, US",8957,201
New Jersey,"Cumberland, New Jersey, US",16489,423
New Jersey,"Essex, New Jersey, US",93273,2906
New Jersey,"Gloucester, New Jersey, US",29770,611
New Jersey,"Hudson, New Jersey, US",87000,2223
New Jersey,"Hunterdon, New Jersey, US",9523,172
New Jersey,"Mercer, New Jersey, US",33352,933
New Jersey,"Middlesex, New Jersey, US",91143,2307
New Jersey,"Monmouth, New Jersey, US",74446,1582
New Jersey,"Morris, New Jersey, US",49534,1215
New Jersey,"Ocean, New Jersey, US",74742,2116
New Jersey,"Out of NJ, New Jersey, US",0,0
New Jersey,"Passaic, New Jersey, US",71630,1868
New Jersey,"Salem, New Jersey, US",5903,178
New Jersey,"Somerset, New Jersey, US",29489,828
New Jersey,"Sussex, New Jersey, US",13620,296
New Jersey,"Unassigned, New Jersey, US",852,0
New Jersey,"Union, New Jersey, US",70399,1930
New Jersey,"Warren, New Jersey, US",9684,234
New Mexico,"Bernalillo, New Mexico, US",56899,931
New Mexico,"Catron, New Mexico, US",92,5
New Mexico,"Chaves, New Mexico, US",8917,170
New Mexico,"Cibola, New Mexico, US",2861,110
New Mexico,"Colfax, New Mexico, US",750,47
New Mexico,"Curry, New Mexico, US",5109,76
New Mexico,"De Baca, New Mexico, US",146,1
New Mexico,"Dona Ana, New Mexico, US",24589,448
New Mexico,"Eddy, New Mexico, US",6801,129
New Mexico,"Grant, New Mexico, US",1696,36
New Mexico,"Guadalupe, New Mexico, US",378,9
New Mexico,"Harding, New Mexico, US",10,0
New Mexico,"Hidalgo, New Mexico, US",361,9
New Mexico,"Lea, New Mexico, US",8272,164
New Mexico,"Lincoln, New Mexico, US",1662,19
New Mexico,"Los Alamos, New Mexico, US",518,6
New Mexico,"Luna, New Mexico, US",3308,85
New Mexico,"McKinley, New Mexico, US",12231,465
New Mexico,"Mora, New Mexico, US",170,6
New Mexico,"Otero, New Mexico, US",3791,75
New Mexico,"Out of NM, New Mexico, US",0,0
New Mexico,"Quay, New Mexico, US",452,8
New Mexico,"Rio Arriba, New Mexico, US",3583,76
New Mexico,"Roosevelt, New Mexico, US",1894,55
New Mexico,"San Juan, New Mexico, US",14514,468
New Mexico,"San Miguel, New Mexico, US",1342,17
New Mexico,"Sandoval, New Mexico, US",11856,228
New Mexico,"Santa Fe, New Mexico, US",10103,145
New Mexico,"Sierra, New Mexico, US",746,49
New Mexico,"Socorro, New Mexico, US",1309,56
New Mexico,"Taos, New Mexico, US",1656,51
New Mexico,"Torrance, New Mexico, US",720,13
New Mexico,"Unassigned, New Mexico, US",4115,0
New Mexico,"Union, New Mexico, US",250,9
New Mexico,"Valencia, New Mexico, US",6632,107
New York,"Albany, New York, US",24180,347
New York,"Allegany, New York, US",3309,84
New York,"Bronx, New York, US",179181,6478
New York,"Broome, New York, US",17997,354
New York,"Cattaraugus, New York, US",5411,84
New York,"Cayuga, New York, US",6062,92
New York,"Chautauqua, New York, US",8641,138
New York,"Chemung, New York, US",7385,133
New York,"Chenango, New York, US",3298,75
New York,"Clinton, New York, US",4701,33
New York,"Columbia, New York, US",3898,100
New York,"Cortland, New York, US",3636,60
New York,"Delaware, New York, US",2271,37
New York,"Dutchess, New York, US",28744,442
New York,"Erie, New York, US",86606,1755
New York,"Essex, New York, US",1545,26
New York,"Franklin, New York, US",2488,12
New York,"Fulton, New York, US",4219,90
New York,"Genesee, New York, US",5228,121
New York,"Greene, New York, US",3266,75
New York,"Hamilton, New York, US",303,2
New York,"Herkimer, New York, US",5003,107
New York,"Jefferson, New York, US",5676,66
New York,"Kings, New York, US",273437,10180
New York,"Lewis, New York, US",2561,34
New York,"Livingston, New York, US",4199,58
New York,"Madison, New York, US",4396,88
New York,"Monroe, New York, US",64206,1051
New York,"Montgomery, New York, US",4092,120
New York,"Nassau, New York, US",180730,3150
New York,"New York, New York, US",135366,4401
New York,"Niagara, New York, US",19190,343
New York,"Oneida, New York, US",21915,502
New York,"Onondaga, New York, US",37316,668
New York,"Ontario, New York, US",7154,92
New York,"Orange, New York, US",47317,810
New York,"Orleans, New York, US",2941,83
New York,"Oswego, New York, US",7237,90
New York,"Otsego, New York, US",3320,47
New York,"Out of NY, New York, US",0,227
New York,"Putnam, New York, US",10433,91
New York,"Queens, New York, US",270843,9752
New York,"Rensselaer, New York, US",10942,139
New York,"Richmond, New York, US",73008,1779
New York,"Rockland, New York, US",46347,952
New York,"Saratoga, New York, US",14806,164
New York,"Schenectady, New York, US",12743,194
New York,"Schoharie, New York, US",1614,16
New York,"Schuyler, New York, US",1019,14
New York,"Seneca, New York, US",1938,56
New York,"St. Lawrence, New York, US",6370,96
New York,"Steuben, New York, US",6564,143
New York,"Suffolk, New York, US",197546,3353
New York,"Sullivan, New York, US",6415,71
New York,"Tioga, New York, US",3589,61
New York,"Tompkins, New York, US",4158,50
New York,"Ulster, New York, US",13537,250
New York,"Unassigned, New York, US",141,72
New York,"Warren, New York, US",3488,57
New York,"Washington, New York, US",2981,55
New York,"Wayne, New York, US",5471,67
New York,"Westchester, New York, US",127913,2259
New York,"Wyoming, New York, US",3415,51
New York,"Yates, New York, US",1142,26
North Carolina,"Alamance, North Carolina, US",17794,265
North Carolina,"Alexander,North Carolina,US",4351,84
North Carolina,"Alleghany, North Carolina, US",1011,5
North Carolina,"Anson, North Carolina, US",2527,55
North Carolina,"Ashe, North Carolina, US",2081,41
North Carolina,"Avery, North Carolina, US",2095,20
North Carolina,"Beaufort, North Carolina, US",4526,95
North Carolina,"Bertie, North Carolina, US",1749,43
North Carolina,"Bladen, North Carolina, US",3230,41
North Carolina,"Brunswick, North Carolina, US",9012,152
North Carolina,"Buncombe, North Carolina, US",17429,313
North Carolina,"Burke, North Carolina, US",9856,153
North Carolina,"Cabarrus, North Carolina, US",21462,252
North Carolina,"Caldwell, North Carolina, US",9234,105
North Carolina,"Camden, North Carolina, US",652,5
North Carolina,"Carteret, North Carolina, US",5071,51
North Carolina,"Caswell, North Carolina, US",2144,27
North Carolina,"Catawba, North Carolina, US",19156,300
North Carolina,"Chatham, North Carolina, US",4594,88
North Carolina,"Cherokee, North Carolina, US",2500,20
North Carolina,"Chowan, North Carolina, US",1451,22
North Carolina,"Clay, North Carolina, US",726,18
North Carolina,"Cleveland, North Carolina, US",11317,224
North Carolina,"Columbus, North Carolina, US",6285,151
North Carolina,"Craven, North Carolina, US",9186,123
North Carolina,"Cumberland, North Carolina, US",27907,299
North Carolina,"Currituck, North Carolina, US",1522,16
North Carolina,"Dare, North Carolina, US",2082,10
North Carolina,"Davidson, North Carolina, US",16195,185
North Carolina,"Davie, North Carolina, US",4011,37
North Carolina,"Duplin, North Carolina, US",6204,133
North Carolina,"Durham, North Carolina, US",24774,218
North Carolina,"Edgecombe, North Carolina, US",5462,111
North Carolina,"Forsyth, North Carolina, US",35263,374
North Carolina,"Franklin, North Carolina, US",6668,49
North Carolina,"Gaston, North Carolina, US",26177,420
North Carolina,"Gates, North Carolina, US",729,13
North Carolina,"Graham, North Carolina, US",581,12
North Carolina,"Granville, North Carolina, US",5878,81
North Carolina,"Greene, North Carolina, US",2287,44
North Carolina,"Guilford, North Carolina, US",46460,695
North Carolina,"Halifax, North Carolina, US",5520,109
North Carolina,"Harnett, North Carolina, US",11324,169
North Carolina,"Haywood, North Carolina, US",4303,95
North Carolina,"Henderson, North Carolina, US",10037,158
North Carolina,"Hertford, North Carolina, US",2079,63
North Carolina,"Hoke, North Carolina, US",4594,55
North Carolina,"Hyde, North Carolina, US",665,8
North Carolina,"Iredell, North Carolina, US",18407,207
North Carolina,"Jackson, North Carolina, US",3579,55
North Carolina,"Johnston, North Carolina, US",21075,216
North Carolina,"Jones, North Carolina, US",819,26
North Carolina,"Lee, North Carolina, US",5905,76
North Carolina,"Lenoir, North Carolina, US",5873,113
North Carolina,"Lincoln, North Carolina, US",9852,85
North Carolina,"Macon, North Carolina, US",3055,38
North Carolina,"Madison, North Carolina, US",1546,41
North Carolina,"Martin, North Carolina, US",2231,39
North Carolina,"McDowell, North Carolina, US",5192,63
North Carolina,"Mecklenburg, North Carolina, US",109948,941
North Carolina,"Mitchell, North Carolina, US",1405,16
North Carolina,"Montgomery, North Carolina, US",3295,93
North Carolina,"Moore, North Carolina, US",8768,187
North Carolina,"Nash, North Carolina, US",11312,185
North Carolina,"New Hanover, North Carolina, US",18846,164
North Carolina,"Northampton, North Carolina, US",1863,58
North Carolina,"Onslow, North Carolina, US",16588,142
North Carolina,"Orange, North Carolina, US",8483,101
North Carolina,"Out of NC, North Carolina, US",0,0
North Carolina,"Pamlico, North Carolina, US",1115,13
North Carolina,"Pasquotank, North Carolina, US",3305,80
North Carolina,"Pender, North Carolina, US",5308,69
North Carolina,"Perquimans, North Carolina, US",988,10
North Carolina,"Person, North Carolina, US",3318,67
North Carolina,"Pitt, North Carolina, US",19269,86
North Carolina,"Polk, North Carolina, US",1457,29
North Carolina,"Randolph, North Carolina, US",14844,225
North Carolina,"Richmond, North Carolina, US",4600,92
North Carolina,"Robeson, North Carolina, US",16245,230
North Carolina,"Rockingham, North Carolina, US",7398,106
North Carolina,"Rowan, North Carolina, US",16586,300
North Carolina,"Rutherford, North Carolina, US",7216,206
North Carolina,"Sampson, North Carolina, US",7827,108
North Carolina,"Scotland, North Carolina, US",3724,84
North Carolina,"Stanly, North Carolina, US",7701,131
North Carolina,"Stokes, North Carolina, US",3967,80
North Carolina,"Surry, North Carolina, US",8090,158
North Carolina,"Swain, North Carolina, US",1207,18
North Carolina,"Transylvania, North Carolina, US",2317,32
North Carolina,"Tyrrell, North Carolina, US",318,6
North Carolina,"Unassigned, North Carolina, US",1,0
North Carolina,"Union, North Carolina, US",23975,216
North Carolina,"Vance, North Carolina, US",4886,86
North Carolina,"Wake, North Carolina, US",85911,721
North Carolina,"Warren, North Carolina, US",1777,20
North Carolina,"Washington, North Carolina, US",1054,31
North Carolina,"Watauga, North Carolina, US",4525,31
North Carolina,"Wayne, North Carolina, US",10989,245
North Carolina,"Wilkes, North Carolina, US",6550,111
North Carolina,"Wilson, North Carolina, US",9554,172
North Carolina,"Yadkin, North Carolina, US",3939,47
North Carolina,"Yancey, North Carolina, US",1588,28
North Dakota,"Adams, North Dakota, US",269,3
North Dakota,"Barnes, North Dakota, US",1403,31
North Dakota,"Benson, North Dakota, US",1080,18
North Dakota,"Billings, North Dakota, US",54,0
North Dakota,"Bottineau, North Dakota, US",713,20
North Dakota,"Bowman, North Dakota, US",401,5
North Dakota,"Burke, North Dakota, US",235,1
North Dakota,"Burleigh, North Dakota, US",15526,191
North Dakota,"Cass, North Dakota, US",24285,205
North Dakota,"Cavalier, North Dakota, US",429,5
North Dakota,"Dickey, North Dakota, US",779,33
North Dakota,"Divide, North Dakota, US",178,2
North Dakota,"Dunn, North Dakota, US",378,7
North Dakota,"Eddy, North Dakota, US",468,6
North Dakota,"Emmons, North Dakota, US",419,13
North Dakota,"Foster, North Dakota, US",582,19
North Dakota,"Golden Valley, North Dakota, US",257,3
North Dakota,"Grand Forks, North Dakota, US",10540,77
North Dakota,"Grant, North Dakota, US",200,7
North Dakota,"Griggs, North Dakota, US",321,2
North Dakota,"Hettinger, North Dakota, US",327,4
North Dakota,"Kidder, North Dakota, US",266,10
North Dakota,"LaMoure, North Dakota, US",533,17
North Dakota,"Logan, North Dakota, US",260,8
North Dakota,"McHenry, North Dakota, US",642,22
North Dakota,"McIntosh, North Dakota, US",339,7
North Dakota,"McKenzie, North Dakota, US",1289,12
North Dakota,"McLean, North Dakota, US",1266,30
North Dakota,"Mercer, North Dakota, US",1111,10
North Dakota,"Morton, North Dakota, US",5214,100
North Dakota,"Mountrail, North Dakota, US",1314,17
North Dakota,"Nelson, North Dakota, US",477,15
North Dakota,"Oliver, North Dakota, US",157,3
North Dakota,"Out of ND, North Dakota, US",0,0
North Dakota,"Pembina, North Dakota, US",808,11
North Dakota,"Pierce, North Dakota, US",542,25
North Dakota,"Ramsey, North Dakota, US",1703,30
North Dakota,"Ransom, North Dakota, US",676,17
North Dakota,"Renville, North Dakota, US",320,14
North Dakota,"Richland, North Dakota, US",2002,17
North Dakota,"Rolette, North Dakota, US",2141,28
North Dakota,"Sargent, North Dakota, US",489,7
North Dakota,"Sheridan, North Dakota, US",120,2
North Dakota,"Sioux, North Dakota, US",656,12
North Dakota,"Slope, North Dakota, US",32,0
North Dakota,"Stark, North Dakota, US",4733,51
North Dakota,"Steele, North Dakota, US",181,2
North Dakota,"Stutsman, North Dakota, US",3487,81
North Dakota,"Towner, North Dakota, US",313,11
North Dakota,"Traill, North Dakota, US",1040,18
North Dakota,"Unassigned, North Dakota, US",0,31
North Dakota,"Walsh, North Dakota, US",1893,25
North Dakota,"Ward, North Dakota, US",9642,194
North Dakota,"Wells, North Dakota, US",446,8
North Dakota,"Williams, North Dakota, US",4772,38
Northern Mariana Islands,"Northern Mariana Islands, US",168,2
Ohio,"Adams, Ohio, US",2344,52
Ohio,"Allen, Ohio, US",11543,229
Ohio,"Ashland, Ohio, US",4199,89
Ohio,"Ashtabula, Ohio, US",6742,168
Ohio,"Athens, Ohio, US",5167,58
Ohio,"Auglaize, Ohio, US",4854,83
Ohio,"Belmont, Ohio, US",5810,163
Ohio,"Brown, Ohio, US",3906,57
Ohio,"Butler, Ohio, US",38200,579
Ohio,"Carroll, Ohio, US",1907,47
Ohio,"Champaign, Ohio, US",3288,58
Ohio,"Clark, Ohio, US",13903,297
Ohio,"Clermont, Ohio, US",19669,235
Ohio,"Clinton, Ohio, US",3693,61
Ohio,"Columbiana, Ohio, US",8717,229
Ohio,"Coshocton, Ohio, US",2630,58
Ohio,"Crawford, Ohio, US",3946,106
Ohio,"Cuyahoga, Ohio, US",110740,2100
Ohio,"Darke, Ohio, US",5328,122
Ohio,"Defiance, Ohio, US",4146,97
Ohio,"Delaware, Ohio, US",18416,131
Ohio,"Erie, Ohio, US",7807,154
Ohio,"Fairfield, Ohio, US",16051,199
Ohio,"Fayette, Ohio, US",2801,48
Ohio,"Franklin, Ohio, US",124919,1385
Ohio,"Fulton, Ohio, US",4181,69
Ohio,"Gallia, Ohio, US",2348,48
Ohio,"Geauga, Ohio, US",6642,148
Ohio,"Greene, Ohio, US",14962,243
Ohio,"Guernsey, Ohio, US",3137,52
Ohio,"Hamilton, Ohio, US",79544,1190
Ohio,"Hancock, Ohio, US",6871,126
Ohio,"Hardin, Ohio, US",2693,64
Ohio,"Harrison, Ohio, US",1068,36
Ohio,"Henry, Ohio, US",2677,66
Ohio,"Highland, Ohio, US",3521,61
Ohio,"Hocking, Ohio, US",2142,61
Ohio,"Holmes, Ohio, US",2583,101
Ohio,"Huron, Ohio, US",5403,118
Ohio,"Jackson, Ohio, US",3115,51
Ohio,"Jefferson, Ohio, US",5461,150
Ohio,"Knox, Ohio, US",4459,110
Ohio,"Lake, Ohio, US",20473,368
Ohio,"Lawrence, Ohio, US",5532,102
Ohio,"Licking, Ohio, US",16352,209
Ohio,"Logan, Ohio, US",3800,76
Ohio,"Lorain, Ohio, US",24757,479
Ohio,"Lucas, Ohio, US",41645,781
Ohio,"Madison, Ohio, US",4339,61
Ohio,"Mahoning, Ohio, US",21353,585
Ohio,"Marion, Ohio, US",8482,135
Ohio,"Medina, Ohio, US",15170,261
Ohio,"Meigs, Ohio, US",1440,39
Ohio,"Mercer, Ohio, US",4783,85
Ohio,"Miami, Ohio, US",10638,215
Ohio,"Monroe, Ohio, US",1303,41
Ohio,"Montgomery, Ohio, US",51075,1010
Ohio,"Morgan, Ohio, US",1081,23
Ohio,"Morrow, Ohio, US",2826,39
Ohio,"Muskingum, Ohio, US",8777,131
Ohio,"Noble, Ohio, US",1334,37
Ohio,"Ottawa, Ohio, US",3651,78
Ohio,"Out of OH, Ohio, US",0,0
Ohio,"Paulding, Ohio, US",1707,39
Ohio,"Perry, Ohio, US",2941,50
Ohio,"Pickaway, Ohio, US",8517,121
Ohio,"Pike, Ohio, US",2370,32
Ohio,"Portage, Ohio, US",12729,202
Ohio,"Preble, Ohio, US",3772,98
Ohio,"Putnam, Ohio, US",4256,100
Ohio,"Richland, Ohio, US",11255,198
Ohio,"Ross, Ohio, US",6811,152
Ohio,"Sandusky, Ohio, US",5302,120
Ohio,"Scioto, Ohio, US",6373,101
Ohio,"Seneca, Ohio, US",5242,121
Ohio,"Shelby, Ohio, US",4659,93
Ohio,"Stark, Ohio, US",32043,907
Ohio,"Summit, Ohio, US",46703,932
Ohio,"Trumbull, Ohio, US",15936,463
Ohio,"Tuscarawas, Ohio, US",8446,241
Ohio,"Unassigned, Ohio, US",0,2
Ohio,"Union, Ohio, US",5686,47
Ohio,"Van Wert, Ohio, US",2420,63
Ohio,"Vinton, Ohio, US",820,15
Ohio,"Warren, Ohio, US",24175,298
Ohio,"Washington, Ohio, US",5131,108
Ohio,"Wayne, Ohio, US",8719,210
Ohio,"Williams, Ohio, US",3358,75
Ohio,"Wood, Ohio, US",12985,188
Ohio,"Wyandot, Ohio, US",2304,54
Oklahoma,"Adair, Oklahoma, US",3170,41
Oklahoma,"Alfalfa, Oklahoma, US",1156,7
Oklahoma,"Atoka, Oklahoma, US",1868,25
Oklahoma,"Beaver, Oklahoma, US",474,6
Oklahoma,"Beckham, Oklahoma, US",2892,54
Oklahoma,"Blaine, Oklahoma, US",1040,18
Oklahoma,"Bryan, Oklahoma, US",6086,71
Oklahoma,"Caddo, Oklahoma, US",3963,87
Oklahoma,"Canadian, Oklahoma, US",17046,168
Oklahoma,"Carter, Oklahoma, US",6091,108
Oklahoma,"Cherokee, Oklahoma, US",5609,74
Oklahoma,"Choctaw, Oklahoma, US",1611,21
Oklahoma,"Cimarron, Oklahoma, US",214,1
Oklahoma,"Cleveland, Oklahoma, US",30818,401
Oklahoma,"Coal, Oklahoma, US",696,15
Oklahoma,"Comanche, Oklahoma, US",13703,183
Oklahoma,"Cotton, Oklahoma, US",679,16
Oklahoma,"Craig, Oklahoma, US",1966,18
Oklahoma,"Creek, Oklahoma, US",6891,154
Oklahoma,"Custer, Oklahoma, US",4066,99
Oklahoma,"Delaware, Oklahoma, US",4594,90
Oklahoma,"Dewey, Oklahoma, US",548,14
Oklahoma,"Ellis, Oklahoma, US",354,5
Oklahoma,"Garfield, Oklahoma, US",7782,128
Oklahoma,"Garvin, Oklahoma, US",3602,77
Oklahoma,"Grady, Oklahoma, US",5919,121
Oklahoma,"Grant, Oklahoma, US",549,7
Oklahoma,"Greer, Oklahoma, US",581,21
Oklahoma,"Harmon, Oklahoma, US",324,4
Oklahoma,"Harper, Oklahoma, US",420,6
Oklahoma,"Haskell, Oklahoma, US",1250,16
Oklahoma,"Hughes, Oklahoma, US",1232,29
Oklahoma,"Jackson, Oklahoma, US",3108,56
Oklahoma,"Jefferson, Oklahoma, US",700,13
Oklahoma,"Johnston, Oklahoma, US",1375,35
Oklahoma,"Kay, Oklahoma, US",5305,126
Oklahoma,"Kingfisher, Oklahoma, US",2050,38
Oklahoma,"Kiowa, Oklahoma, US",810,24
Oklahoma,"Latimer, Oklahoma, US",835,13
Oklahoma,"Le Flore, Oklahoma, US",5557,64
Oklahoma,"Lincoln, Oklahoma, US",3230,70
Oklahoma,"Logan, Oklahoma, US",4216,56
Oklahoma,"Love, Oklahoma, US",1492,20
Oklahoma,"Major, Oklahoma, US",954,21
